ENSDARG00000077720	CABZ01062422.1
ENSDARG00000056934	hepacam
ENSDARG00000076650	CR848033.1
ENSDARG00000075851	oafa
ENSDARG00000084849	5S_rRNA
ENSDARG00000024920	tmem136a
ENSDARG00000030532	ARHGEF12 (2 of 2)
ENSDARG00000062614	NARS2
ENSDARG00000074577	GAB2
ENSDARG00000062627	sacs
ENSDARG00000090096	sgcg
ENSDARG00000085488	5S_rRNA
ENSDARG00000026753	grik4
ENSDARG00000084367	5S_rRNA
ENSDARG00000077161	ccdc153
ENSDARG00000009958	cbl
ENSDARG00000005368	mcamb
ENSDARG00000074074	rnf26
ENSDARG00000056134	c1qtnf5
ENSDARG00000082216	5S_rRNA
ENSDARG00000004537	mll
ENSDARG00000040571	ube4a
ENSDARG00000040566	AGXT2L2
ENSDARG00000040568	pdzd3a
ENSDARG00000073724	nlrx1
ENSDARG00000078068	abcg4b
ENSDARG00000055991	hmbsb
ENSDARG00000096575	si:dkey-182i3.9
ENSDARG00000075834	si:dkey-182i3.8
ENSDARG00000096614	si:dkey-182i3.10
ENSDARG00000069270	si:dkey-182i3.11
ENSDARG00000024966	MARK4 (1 of 2)
ENSDARG00000040565	ckmb
ENSDARG00000055965	klc3
ENSDARG00000021985	ercc2
ENSDARG00000055897	zgc:154093
ENSDARG00000078355	ZC3H4
ENSDARG00000010487	sae1
ENSDARG00000069282	bbc3
ENSDARG00000084048	5S_rRNA
ENSDARG00000040559	rad1
ENSDARG00000040556	ift20
ENSDARG00000040553	TMEM97
ENSDARG00000086369	CR848814.2
ENSDARG00000061895	USP32
ENSDARG00000007566	appbp2
ENSDARG00000061862	myo18ab
ENSDARG00000055591	pipox
ENSDARG00000090374	5S_rRNA
ENSDARG00000079414	SEZ6
ENSDARG00000075509	CR457447.1
ENSDARG00000031814	dhrs13b
ENSDARG00000041252	gemin4
ENSDARG00000076483	zgc:198241
ENSDARG00000055632	smtnl
ENSDARG00000069314	tmem199
ENSDARG00000092305	poldip2
ENSDARG00000076834	CR524483.1
ENSDARG00000055635	crk
ENSDARG00000006399	ywhae1
ENSDARG00000055648	cpda
ENSDARG00000026654	gosr1
ENSDARG00000090481	TUSC5 (1 of 2)
ENSDARG00000075067	CR942805.1
ENSDARG00000083597	mir22a-1
ENSDARG00000078768	ABHD15
ENSDARG00000084645	5S_rRNA
ENSDARG00000089513	CR942805.3
ENSDARG00000087757	BX908796.2
ENSDARG00000055683	BX908796.1
ENSDARG00000042727	EXO5
ENSDARG00000093931	fam101b
ENSDARG00000069324	vps53
ENSDARG00000086401	5S_rRNA
ENSDARG00000090686	SLC35F2 (1 of 2)
ENSDARG00000088513	ENSDARG00000088513
ENSDARG00000055838	mettl16
ENSDARG00000032013	pafah1b1a
ENSDARG00000030913	cluh
ENSDARG00000090642	CU856359.2
ENSDARG00000077396	tlcd2
ENSDARG00000061634	zgc:158614
ENSDARG00000018110	pak4
ENSDARG00000069338	zgc:152863
ENSDARG00000041169	hif1al
ENSDARG00000055548	CU856359.1
ENSDARG00000094564	npat
ENSDARG00000089887	MMP20
ENSDARG00000055479	CR848664.1
ENSDARG00000087793	CR848664.3
ENSDARG00000069603	CR848664.2
ENSDARG00000007744	tsr1
ENSDARG00000084456	5S_rRNA
ENSDARG00000055493	hic1
ENSDARG00000080565	mir212
ENSDARG00000081190	mir132-1
ENSDARG00000057973	dph1
ENSDARG00000085131	5S_rRNA
ENSDARG00000083061	5S_rRNA
ENSDARG00000082727	5S_rRNA
ENSDARG00000085284	5S_rRNA
ENSDARG00000082878	5S_rRNA
ENSDARG00000055578	rtn4rl1b
ENSDARG00000003938	rpa1
ENSDARG00000061383	serpinf2b
ENSDARG00000079702	WDR81
ENSDARG00000039999	SLC13A5
ENSDARG00000074561	CR853282.2
ENSDARG00000079340	CR853282.3
ENSDARG00000061455	CR853282.1
ENSDARG00000055255	wu:fk08b02
ENSDARG00000034227	ENSDARG00000034227
ENSDARG00000004636	ENSDARG00000004636
ENSDARG00000009273	ppm1da
ENSDARG00000090764	bcas3
ENSDARG00000086181	BX005052.1
ENSDARG00000006120	tbx2b
ENSDARG00000030058	tbx4
ENSDARG00000074410	brip1
ENSDARG00000084002	5S_rRNA
ENSDARG00000091520	5S_rRNA
ENSDARG00000096642	si:ch211-69p5.1
ENSDARG00000014018	lhx1a
ENSDARG00000084607	5S_rRNA
ENSDARG00000084318	5S_rRNA
ENSDARG00000041137	dhrs13a.3
ENSDARG00000041141	cryba1a
ENSDARG00000007655	crybb1l3
ENSDARG00000034453	ENSDARG00000034453
ENSDARG00000011879	foxn1
ENSDARG00000026149	slc46a1
ENSDARG00000010610	sarm1
ENSDARG00000055388	vtna
ENSDARG00000077285	scarf1
ENSDARG00000074660	RILP
ENSDARG00000026180	prpf8
ENSDARG00000061579	myo1c
ENSDARG00000085751	SNORD27
ENSDARG00000087736	si:dkey-118k5.3
ENSDARG00000096593	si:dkey-118k5.5
ENSDARG00000036848	slc43a2a
ENSDARG00000085855	5S_rRNA
ENSDARG00000039490	pitpnaa
ENSDARG00000039489	GIT1
ENSDARG00000014652	CU570681.1
ENSDARG00000088440	ssh2a
ENSDARG00000061165	slc6a4a
ENSDARG00000025977	blmh
ENSDARG00000017673	nova2
ENSDARG00000087329	5S_rRNA
ENSDARG00000090386	BX950186.2
ENSDARG00000079479	GPR4
ENSDARG00000008808	eml2
ENSDARG00000025478	GIPR
ENSDARG00000054456	CLIP3
ENSDARG00000040955	dharma
ENSDARG00000068926	si:ch211-137a8.2
ENSDARG00000078748	wu:fc51f04
ENSDARG00000074967	TMEM87A
ENSDARG00000013804	capns1b
ENSDARG00000040965	zgc:101731
ENSDARG00000040966	NAIF1 (3 of 3)
ENSDARG00000068939	XAF1
ENSDARG00000061551	RAP1GAP2 (2 of 2)
ENSDARG00000085999	5S_rRNA
ENSDARG00000075092	sc:d808
ENSDARG00000040815	tsku
ENSDARG00000025504	gucy2f
ENSDARG00000019949	serpinh1b
ENSDARG00000076962	BX537138.1
ENSDARG00000040984	hspa13
ENSDARG00000054543	samsn1a
ENSDARG00000068965	nrip1a
ENSDARG00000085093	5S_rRNA
ENSDARG00000068967	zgc:153372
ENSDARG00000082197	mir99-1
ENSDARG00000081442	mirlet7c-1
ENSDARG00000080508	mir125c
ENSDARG00000091022	5S_rRNA
ENSDARG00000069066	nufip2
ENSDARG00000028793	nlk2
ENSDARG00000075528	LYRM9
ENSDARG00000031976	nos2b
ENSDARG00000033973	mrps23
ENSDARG00000032614	msi2b
ENSDARG00000085018	5S_rRNA
ENSDARG00000006062	akap1b
ENSDARG00000012982	NF1 (1 of 2)
ENSDARG00000089444	OMG (2 of 2)
ENSDARG00000093059	BX000438.3
ENSDARG00000087311	zgc:171951
ENSDARG00000030025	AL928870.1
ENSDARG00000069058	zgc:136924
ENSDARG00000025903	lgals9l1
ENSDARG00000041060	zgc:92326
ENSDARG00000030933	KSR1 (2 of 2)
ENSDARG00000021343	wsb1
ENSDARG00000054748	cuedc1b
ENSDARG00000061030	vezf1b
ENSDARG00000054744	AL928851.1
ENSDARG00000033056	zgc:171927
ENSDARG00000054734	or116-1
ENSDARG00000083820	5S_rRNA
ENSDARG00000089994	or116-2
ENSDARG00000090892	or117-1
ENSDARG00000054720	or118-1
ENSDARG00000054719	or118-3
ENSDARG00000054718	or118-2
ENSDARG00000041034	zgc:152857
ENSDARG00000041033	or119-2
ENSDARG00000041032	or107-1
ENSDARG00000041030	or111-1
ENSDARG00000025658	or111-2
ENSDARG00000086633	or111-3
ENSDARG00000088846	or111-4
ENSDARG00000091791	or111-5
ENSDARG00000041024	or111-6
ENSDARG00000088453	or111-7
ENSDARG00000086383	or111-8
ENSDARG00000092238	or111-9
ENSDARG00000091216	or111-10
ENSDARG00000041019	or111-11
ENSDARG00000075128	or103-5
ENSDARG00000094080	or103-1
ENSDARG00000094125	or103-2
ENSDARG00000031703	AL845428.1
ENSDARG00000003090	or103-4
ENSDARG00000092218	or103-3
ENSDARG00000041007	si:ch73-366i20.1
ENSDARG00000041005	or102-1
ENSDARG00000004598	or102-2
ENSDARG00000074966	or102-3
ENSDARG00000041003	or102-4
ENSDARG00000092217	or102-6p
ENSDARG00000025600	or102-5
ENSDARG00000091226	AL929092.3
ENSDARG00000090081	ENSDARG00000090081
ENSDARG00000030479	hmgb1b
ENSDARG00000089689	AL929092.3
ENSDARG00000054572	AL929092.1
ENSDARG00000085791	5S_rRNA
ENSDARG00000019874	AL929092.1
ENSDARG00000086234	CABZ01017915.1
ENSDARG00000073917	b3galtla
ENSDARG00000019660	rxfp2a
ENSDARG00000013921	frya
ENSDARG00000079015	brca2
ENSDARG00000070025	DCHS1 (2 of 2)
ENSDARG00000083487	5S_rRNA
ENSDARG00000084233	5S_rRNA
ENSDARG00000059244	arfip2a
ENSDARG00000086261	AL935181.3
ENSDARG00000063711	trim3a
ENSDARG00000015065	c4
ENSDARG00000079290	AL935181.2
ENSDARG00000079221	AL935181.1
ENSDARG00000055183	etv1
ENSDARG00000022934	arl4aa
ENSDARG00000091322	ENSDARG00000091322
ENSDARG00000055161	ENSDARG00000055161
ENSDARG00000077369	vwde
ENSDARG00000026821	tmem106ba
ENSDARG00000010025	lsr
ENSDARG00000009965	mag
ENSDARG00000018605	tekt1
ENSDARG00000076338	INPP5K (1 of 2)
ENSDARG00000015797	mmp13b
ENSDARG00000089105	CR855379.1
ENSDARG00000061312	pds5b
ENSDARG00000020145	zgc:73340
ENSDARG00000086132	CT027778.1
ENSDARG00000082012	5S_rRNA
ENSDARG00000076868	stard13b
ENSDARG00000010158	BX530409.1
ENSDARG00000055089	mab21l1
ENSDARG00000074976	dckl1b
ENSDARG00000061211	spg20b
ENSDARG00000061219	postnb
ENSDARG00000062183	TRPC4
ENSDARG00000074369	frem2b
ENSDARG00000055081	CR854829.1
ENSDARG00000094158	CR854829.2
ENSDARG00000089574	CABZ01074435.1
ENSDARG00000090583	5S_rRNA
ENSDARG00000088520	FP017158.1
ENSDARG00000027724	BX470068.1
ENSDARG00000025595	agmo
ENSDARG00000040911	MEOX2 (2 of 2)
ENSDARG00000005034	ispd
ENSDARG00000088376	5S_rRNA
ENSDARG00000068892	sostdc1a
ENSDARG00000086971	si:ch73-144m15.3
ENSDARG00000005948	ankmy2a
ENSDARG00000068883	tspan13a
ENSDARG00000089309	FP102311.1
ENSDARG00000075892	bag6
ENSDARG00000020483	lta
ENSDARG00000013598	tnfb
ENSDARG00000018967	gabbr1a
ENSDARG00000019160	sh3bp5la
ENSDARG00000012407	mgat1a
ENSDARG00000068851	rnf183
ENSDARG00000013150	dhx16
ENSDARG00000068846	CT573389.1
ENSDARG00000068840	zgc:66024
ENSDARG00000010782	zgc:55621
ENSDARG00000087596	CT573389.2
ENSDARG00000054136	CR387932.1
ENSDARG00000091607	CR387932.2
ENSDARG00000015822	sesn3
ENSDARG00000068828	bloc1s3
ENSDARG00000014208	zgc:55413
ENSDARG00000093176	zgc:77118
ENSDARG00000006447	slc19a3a
ENSDARG00000030020	agfg1a
ENSDARG00000094277	mrpl44
ENSDARG00000053753	mff
ENSDARG00000005216	zgc:158328
ENSDARG00000091118	5S_rRNA
ENSDARG00000060808	mecom
ENSDARG00000079581	CR854907.1
ENSDARG00000054087	irs1
ENSDARG00000021046	rhbdd1
ENSDARG00000002831	col4a4
ENSDARG00000003395	col4a3
ENSDARG00000033161	BX571880.1
ENSDARG00000040799	sst1.1
ENSDARG00000068726	MASP1
ENSDARG00000054055	BX571739.1
ENSDARG00000068719	GMNC
ENSDARG00000011581	RNH1 (5 of 8)
ENSDARG00000089838	CU463790.1
ENSDARG00000060758	nphs1
ENSDARG00000073726	ZBTB32 (1 of 2)
ENSDARG00000040701	CR388160.1
ENSDARG00000091650	CR388160.3
ENSDARG00000060697	mll4b
ENSDARG00000068698	psenen
ENSDARG00000077236	hspb6
ENSDARG00000053950	lin37
ENSDARG00000053938	CR848763.1
ENSDARG00000076710	CR848836.6
ENSDARG00000053931	CR848836.5
ENSDARG00000053928	CR848836.4
ENSDARG00000029993	CR848836.2
ENSDARG00000053911	CR848836.3
ENSDARG00000011083	CR848836.1
ENSDARG00000068680	ctrl
ENSDARG00000088893	CR944667.3
ENSDARG00000012381	hsc70
ENSDARG00000088972	TBC1D17
ENSDARG00000040669	CR944667.1
ENSDARG00000091712	CR944667.4
ENSDARG00000077745	sc:d136
ENSDARG00000086025	wu:fj49c06
ENSDARG00000089371	CR944667.3
ENSDARG00000075697	CU466279.1
ENSDARG00000091388	CU466279.2
ENSDARG00000039096	si:dkey-24p1.1
ENSDARG00000068657	irgq2
ENSDARG00000089404	si:dkey-24p1.7
ENSDARG00000011113	chrna10
ENSDARG00000068653	rhoga
ENSDARG00000060723	stim1a
ENSDARG00000028784	si:dkey-24p1.6
ENSDARG00000039065	BX571707.1
ENSDARG00000084262	5S_rRNA
ENSDARG00000026784	robo1
ENSDARG00000086983	5S_rRNA
ENSDARG00000014891	robo2
ENSDARG00000084800	5S_rRNA
ENSDARG00000078366	robo2
ENSDARG00000093338	si:ch211-15j21.2
ENSDARG00000094788	t2gtl4a
ENSDARG00000077479	CU695006.1
ENSDARG00000087035	CU695006.2
ENSDARG00000043453	rps5
ENSDARG00000043451	cab39
ENSDARG00000043448	itm2ca
ENSDARG00000068638	lpar5b
ENSDARG00000043447	GPR55
ENSDARG00000084810	5S_rRNA
ENSDARG00000076179	NGEF
ENSDARG00000068637	CR388129.1
ENSDARG00000087423	CR388129.2
ENSDARG00000043446	efhd1
ENSDARG00000043443	kcnj13
ENSDARG00000079502	BX571794.1
ENSDARG00000033840	CR388051.1
ENSDARG00000053833	mtnr1ba
ENSDARG00000039661	SLC36A4
ENSDARG00000090935	CCDC150
ENSDARG00000060633	usp16
ENSDARG00000092025	si:dkey-121n8.8
ENSDARG00000094067	si:dkey-121n8.7
ENSDARG00000076819	si:dkey-121n8.4
ENSDARG00000095780	si:dkey-121n8.6
ENSDARG00000095528	si:dkey-121n8.5
ENSDARG00000078101	si:dkey-121n8.3
ENSDARG00000094350	si:ch211-187g4.1
ENSDARG00000093532	si:dkey-230i18.2
ENSDARG00000092036	si:dkey-230i18.1
ENSDARG00000060638	CLSTN2 (2 of 2)
ENSDARG00000040538	spsb4b
ENSDARG00000053800	wu:fb30e12
ENSDARG00000040536	CR853294.1
ENSDARG00000076093	ftr76
ENSDARG00000095298	ftr73
ENSDARG00000026704	ftr72
ENSDARG00000015915	slc25a36b
ENSDARG00000040644	acpl2
ENSDARG00000090896	5S_rRNA
ENSDARG00000096545	si:ch211-191a16.5
ENSDARG00000077673	si:ch211-191a16.3
ENSDARG00000095665	si:ch211-191a16.2
ENSDARG00000010767	epha4l
ENSDARG00000084502	5S_rRNA
ENSDARG00000028348	pax3b
ENSDARG00000079608	SGPP2
ENSDARG00000016864	farsb
ENSDARG00000018854	scaf4b
ENSDARG00000083318	5S_rRNA
ENSDARG00000025920	TIAM1 (1 of 2)
ENSDARG00000084160	5S_rRNA
ENSDARG00000040628	zgc:110333
ENSDARG00000092338	cldn17
ENSDARG00000040627	GRIK1 (1 of 2)
ENSDARG00000088274	si:ch211-181d7.1
ENSDARG00000091847	CR457441.2
ENSDARG00000068621	si:ch211-181d7.3
ENSDARG00000089171	CABZ01009511.1
ENSDARG00000089776	ACTN4
ENSDARG00000040625	slc8a2b
ENSDARG00000090891	CABZ01009421.1
ENSDARG00000091822	BX890602.1
ENSDARG00000032079	acsl3a
ENSDARG00000068257	kcne4
ENSDARG00000017470	scg2a
ENSDARG00000076073	AP1S3 (2 of 2)
ENSDARG00000010764	flj13639
ENSDARG00000005425	wdfy1
ENSDARG00000029353	serpine2
ENSDARG00000076602	PRSS16
ENSDARG00000055094	ENSDARG00000055094
ENSDARG00000028776	rab38a
ENSDARG00000018806	ctsc
ENSDARG00000075227	GRM5 (2 of 2)
ENSDARG00000089690	CABZ01044980.1
ENSDARG00000039077	tyr
ENSDARG00000087696	CABZ01073032.1
ENSDARG00000087563	NOX4 (3 of 3)
ENSDARG00000084946	5S_rRNA
ENSDARG00000087136	wu:fb44b02
ENSDARG00000086540	ENSDARG00000086540
ENSDARG00000084578	SCARNA14
ENSDARG00000088285	CABZ01079296.1
ENSDARG00000086102	NOX4 (2 of 3)
ENSDARG00000021383	FOLH1
ENSDARG00000003973	CHORDC1 (1 of 2)
ENSDARG00000088041	si:zfos-2269b6.1
ENSDARG00000088910	CABZ01117311.1
ENSDARG00000088954	CU655961.4
ENSDARG00000076214	zgc:165514
ENSDARG00000093871	CU655961.5
ENSDARG00000087212	CU655961.3
ENSDARG00000055690	CU655961.1
ENSDARG00000079760	zgc:112998
ENSDARG00000076464	LAMTOR1
ENSDARG00000040668	lrtomt
ENSDARG00000061928	ENSDARG00000061928
ENSDARG00000089693	zgc:162962
ENSDARG00000086864	CU929415.1
ENSDARG00000074171	zgc:165514
ENSDARG00000091760	cwf19l2
ENSDARG00000090304	CU929391.2
ENSDARG00000087378	zgc:162962
ENSDARG00000088039	CU929391.1
ENSDARG00000093185	ENSDARG00000093185
ENSDARG00000037501	aasdhppt
ENSDARG00000018040	CU694319.1
ENSDARG00000037496	gria4a
ENSDARG00000084099	5S_rRNA
ENSDARG00000081506	5S_rRNA
ENSDARG00000007889	csf1ra
ENSDARG00000077677	CABZ01114098.1
ENSDARG00000090725	CABZ01072607.1
ENSDARG00000086671	CABZ01078919.1
ENSDARG00000089596	CABZ01078921.1
ENSDARG00000062513	CABZ01072338.1
ENSDARG00000091088	CABZ01068246.1
ENSDARG00000087350	CABZ01068244.1
ENSDARG00000087758	PSMD2 (2 of 2)
ENSDARG00000088574	psmd2
ENSDARG00000077111	fzd4
ENSDARG00000077766	CABZ01085054.1
ENSDARG00000062542	fgf12b
ENSDARG00000077316	MB21D2
ENSDARG00000020891	PARL (1 of 2)
ENSDARG00000038372	cldn15lb
ENSDARG00000057430	atg16l1
ENSDARG00000083760	SCARNA6
ENSDARG00000084622	SCARNA6
ENSDARG00000038378	sagb
ENSDARG00000057408	CABZ01067232.1
ENSDARG00000027602	mb21d2b
ENSDARG00000086047	CABZ01067657.1
ENSDARG00000088885	TPRX1
ENSDARG00000075524	CABZ01044023.1
ENSDARG00000017217	igsf11
ENSDARG00000084334	5S_rRNA
ENSDARG00000011463	CABZ01044048.1
ENSDARG00000087950	IWS1 (1 of 2)
ENSDARG00000012184	zgc:162872
ENSDARG00000040615	ILKAP
ENSDARG00000060439	CLCN2 (3 of 3)
ENSDARG00000006110	chd
ENSDARG00000090262	CABZ01044069.1
ENSDARG00000041884	STARD10
ENSDARG00000088463	CLPB
ENSDARG00000090232	CU633849.1
ENSDARG00000007406	phox2a
ENSDARG00000030146	inppl1a
ENSDARG00000088083	SIK3
ENSDARG00000045976	sidt2
ENSDARG00000089170	CABZ01087568.1
ENSDARG00000077203	TMEM25
ENSDARG00000089422	CABZ01087562.1
ENSDARG00000074493	socs9
ENSDARG00000043886	paf1
ENSDARG00000086356	ENSDARG00000086356
ENSDARG00000087470	ENSDARG00000087470
ENSDARG00000088597	5S_rRNA
ENSDARG00000079225	mpzl3
ENSDARG00000006585	CABZ01113899.1
ENSDARG00000075664	si:ch1073-429i10.1
ENSDARG00000068434	h3f3b.1
ENSDARG00000068436	h3f3c
ENSDARG00000068289	EIF3K
ENSDARG00000060512	KBTBD3
ENSDARG00000089563	CABZ01110305.1
ENSDARG00000086735	CU633848.1
ENSDARG00000043899	psma6l
ENSDARG00000043483	otx5
ENSDARG00000088216	MAP4K1
ENSDARG00000088742	MPZL2 (1 of 2)
ENSDARG00000060472	anapc15
ENSDARG00000075659	FOLR4
ENSDARG00000091634	CABZ01114406.1
ENSDARG00000079064	PDE2A (2 of 3)
ENSDARG00000089605	PDE2A (3 of 3)
ENSDARG00000091508	PDE2A (1 of 3)
ENSDARG00000089215	CABZ01109737.1
ENSDARG00000082959	mir139
ENSDARG00000060524	zgc:153039
ENSDARG00000060549	ECEL1
ENSDARG00000067668	CEP57
ENSDARG00000087980	CABZ01100973.1
ENSDARG00000090360	DCC (2 of 2)
ENSDARG00000089672	CABZ01114082.1
ENSDARG00000028415	zgc:153924
ENSDARG00000028476	rnf170
ENSDARG00000012990	HOOK3
ENSDARG00000089701	TRABD2A
ENSDARG00000091717	FASTKD5
ENSDARG00000059134	CABZ01087549.1
ENSDARG00000075690	ddrgk1
ENSDARG00000032564	ass1
ENSDARG00000087450	MCC
ENSDARG00000090779	ppp1cc
ENSDARG00000043349	MYL2 (1 of 2)
ENSDARG00000086559	cux2a
ENSDARG00000089046	MTMR3 (3 of 3)
ENSDARG00000059020	thap1
ENSDARG00000023495	CABZ01064447.1
ENSDARG00000028663	tek
ENSDARG00000080179	5S_rRNA
ENSDARG00000087970	BX537263.5
ENSDARG00000087337	BX537263.2
ENSDARG00000090733	BX537263.10
ENSDARG00000087068	BX537263.1
ENSDARG00000088976	BX537263.8
ENSDARG00000088430	dre-mir-2190-4
ENSDARG00000091828	5_8S_rRNA
ENSDARG00000089382	zgc:158463
ENSDARG00000088533	BX537263.6
ENSDARG00000087953	BX537263.4
ENSDARG00000090175	BX537263.9
ENSDARG00000087432	BX537263.3
ENSDARG00000088865	BX537263.7
ENSDARG00000088510	dre-mir-2190-4
ENSDARG00000091776	5_8S_rRNA
ENSDARG00000086896	CABZ01073334.1
ENSDARG00000087058	ENSDARG00000087058
ENSDARG00000088563	CABZ01090226.1
ENSDARG00000076491	GSC2
ENSDARG00000086334	5S_rRNA
ENSDARG00000032997	rnf185
ENSDARG00000075952	mbd2
ENSDARG00000088765	5S_rRNA
ENSDARG00000037182	SURF2
ENSDARG00000086753	C5H9orf16
ENSDARG00000089781	ciz1a
ENSDARG00000010042	dnm1a
ENSDARG00000083179	mir199-2
ENSDARG00000063197	golga2
ENSDARG00000016594	haus4
ENSDARG00000037172	ddrgk1
ENSDARG00000090139	FP245472.1
ENSDARG00000038312	rcl1
ENSDARG00000081347	dre-mir-101b
ENSDARG00000033355	PLA2G4C (1 of 5)
ENSDARG00000042090	PLA2G4C (2 of 5)
ENSDARG00000091765	PLA2G4C (3 of 5)
ENSDARG00000051783	rplp0
ENSDARG00000081702	SNORA63
ENSDARG00000080690	SNORA63
ENSDARG00000082928	SNORA63
ENSDARG00000082423	SNORA63
ENSDARG00000083378	SNORA63
ENSDARG00000051785	CT573103.1
ENSDARG00000094300	si:ch211-160e1.5
ENSDARG00000043644	vkorc1l1
ENSDARG00000095529	gusb
ENSDARG00000063126	GUSB (2 of 2)
ENSDARG00000043589	ca4a
ENSDARG00000063142	CABZ01072548.1
ENSDARG00000039840	RABEPK
ENSDARG00000004665	hspa5
ENSDARG00000089856	CIT (1 of 2)
ENSDARG00000086643	5S_rRNA
ENSDARG00000018351	hpda
ENSDARG00000078472	hsf5
ENSDARG00000033143	supt4h1
ENSDARG00000082167	mir142a
ENSDARG00000060592	CU693475.1
ENSDARG00000067626	ywhag1
ENSDARG00000041065	hspb1
ENSDARG00000089107	MLXIPL
ENSDARG00000063021	RPAIN
ENSDARG00000039887	C1QBP
ENSDARG00000023950	znhit3
ENSDARG00000073761	MYO19 (2 of 2)
ENSDARG00000075544	MYO19 (1 of 2)
ENSDARG00000079244	PIGW
ENSDARG00000055086	ggnbp2
ENSDARG00000046090	dhrs11a
ENSDARG00000046091	si:ch211-283g2.1
ENSDARG00000069025	si:ch211-283g2.2
ENSDARG00000092515	si:ch211-283g2.2
ENSDARG00000046092	si:ch211-283g2.3
ENSDARG00000017762	srrt
ENSDARG00000069013	prdx4
ENSDARG00000035652	sat1a
ENSDARG00000095908	si:ch1073-228p2.2
ENSDARG00000088289	CU651569.3
ENSDARG00000086638	CU651569.2
ENSDARG00000089945	CU651569.4
ENSDARG00000090909	CU651569.5
ENSDARG00000086178	CU651569.1
ENSDARG00000091544	5_8S_rRNA
ENSDARG00000088485	sb:cb846
ENSDARG00000045979	PTGDS (1 of 3)
ENSDARG00000045980	zgc:153129
ENSDARG00000091236	CABZ01058646.1
ENSDARG00000045982	PLA2G4C (4 of 5)
ENSDARG00000024030	angptl2a
ENSDARG00000087807	ENSDARG00000087807
ENSDARG00000083790	5S_rRNA
ENSDARG00000045983	zbtb43
ENSDARG00000085789	5S_rRNA
ENSDARG00000019306	lmx1ba
ENSDARG00000091619	mvb12ba
ENSDARG00000089262	pbx3a
ENSDARG00000091777	mapkap1
ENSDARG00000076268	C5H9orf172 (1 of 2)
ENSDARG00000079046	rabl6
ENSDARG00000083168	5S_rRNA
ENSDARG00000078378	TRAF2 (1 of 2)
ENSDARG00000078362	CABZ01048373.1
ENSDARG00000023759	zgc:73226
ENSDARG00000068760	tnks1bp1
ENSDARG00000041299	zgc:110796
ENSDARG00000090311	KIF21A (4 of 4)
ENSDARG00000088590	pxn
ENSDARG00000091555	ostf1
ENSDARG00000076853	AREGB
ENSDARG00000086153	me2
ENSDARG00000086858	pxn
ENSDARG00000086835	ostf1
ENSDARG00000012649	CT955987.1
ENSDARG00000045095	elac1
ENSDARG00000015453	me2
ENSDARG00000045096	ostf1
ENSDARG00000076082	CABZ01041962.1
ENSDARG00000068971	MEX3C
ENSDARG00000089589	5S_rRNA
ENSDARG00000086530	SMAD4 (2 of 2)
ENSDARG00000061060	STPG2
ENSDARG00000089882	5S_rRNA
ENSDARG00000041301	crybb3
ENSDARG00000059414	rictora
ENSDARG00000042903	osmr
ENSDARG00000042909	lifra
ENSDARG00000042913	spef2
ENSDARG00000067528	CR450726.1
ENSDARG00000089782	FP102192.1
ENSDARG00000034710	lmbrd2a
ENSDARG00000026218	slc1a3a
ENSDARG00000093281	nipbla
ENSDARG00000059416	EGFLAM
ENSDARG00000082435	5S_rRNA
ENSDARG00000085595	5S_rRNA
ENSDARG00000075378	NIPBL (3 of 3)
ENSDARG00000051908	opn4xb
ENSDARG00000038267	pdlim5a
ENSDARG00000085031	5S_rRNA
ENSDARG00000087829	5S_rRNA
ENSDARG00000005600	bmpr1ba
ENSDARG00000086109	UNC5C (2 of 2)
ENSDARG00000084983	U6
ENSDARG00000028323	mybbp1a
ENSDARG00000042892	paip1
ENSDARG00000092445	C5H5orf34
ENSDARG00000083865	5S_rRNA
ENSDARG00000094764	FYB (2 of 2)
ENSDARG00000059418	RICTOR (2 of 3)
ENSDARG00000078214	MYBBP1A (2 of 2)
ENSDARG00000067548	fgf10b
ENSDARG00000067549	DKEY-43L20.2
ENSDARG00000083963	5S_rRNA
ENSDARG00000006491	agpat9l
ENSDARG00000062897	TNKS (2 of 2)
ENSDARG00000062904	idua
ENSDARG00000091483	5S_rRNA
ENSDARG00000068940	atp5ib
ENSDARG00000062906	kcnv2b
ENSDARG00000092487	si:ch211-12e13.5
ENSDARG00000035646	si:ch211-12e13.6
ENSDARG00000095477	si:ch211-12e13.4
ENSDARG00000016710	rchy1
ENSDARG00000092683	si:ch211-12e13.11
ENSDARG00000023479	si:ch211-12e13.2
ENSDARG00000095523	si:ch211-12e13.10
ENSDARG00000091930	si:ch211-12e13.1
ENSDARG00000094737	si:ch211-12e13.12
ENSDARG00000094311	SUSD1 (2 of 2)
ENSDARG00000058839	SUSD1 (1 of 2)
ENSDARG00000042041	tal2
ENSDARG00000090654	FP236810.2
ENSDARG00000058841	ugt2b6
ENSDARG00000091797	ugt2b5
ENSDARG00000091624	ugt2b1
ENSDARG00000090391	ugt2b3
ENSDARG00000086782	FP236810.1
ENSDARG00000087325	FP236810.1
ENSDARG00000093043	FP236810.3
ENSDARG00000076932	CT025934.1
ENSDARG00000086865	ugt2b1
ENSDARG00000011197	ugt2b3
ENSDARG00000090488	CT025934.2
ENSDARG00000088038	ugt2b6
ENSDARG00000058845	BX571679.1
ENSDARG00000039384	gak
ENSDARG00000069958	sh2b3
ENSDARG00000067546	ENSDARG00000067546
